rank,uid,username,type,accompany,medal_name,medal_level
1,2396905,闌珊凨雨,提督,1250,迷鹿了,45
2,32465121,妖桜柍烨,提督,218,迷鹿了,36
3,36037586,楓眠かえで,舰长,900,迷鹿了,43
4,5788217,秋乌Akitori,舰长,1813,迷鹿了,41
5,2089656854,转生为异世界邪恶肥子,舰长,967,迷鹿了,41
6,35130983,陌问今昔,舰长,2077,迷鹿了,39
7,524492831,鹿雨青华_令鱼头大啊,舰长,637,迷鹿了,39
8,317182120,心如丝梦如你,舰长,2124,迷鹿了,38
9,4608604,yuking007,舰长,2685,迷鹿了,38
10,76531552,Saaawyeeer,舰长,1094,迷鹿了,38
11,36334172,比奇堡海藻,舰长,1642,迷鹿了,36
12,13992684,Lip---,舰长,1373,迷鹿了,36
13,255926027,愿鹿安好,舰长,1783,迷鹿了,35
14,261535655,夜猫nvn,舰长,1887,迷鹿了,35
15,13291397,不想再非的非酋,舰长,1620,迷鹿了,35
16,451350384,雪月yukituki,舰长,1431,迷鹿了,35
17,302458832,仔仔的云曦哥哥,舰长,927,迷鹿了,35
18,10799764,宅夭夭,舰长,433,迷鹿了,35
19,667910950,合方三十六丶,舰长,239,迷鹿了,35
20,780791,Mia米娅-,舰长,1660,迷鹿了,35
21,1685618471,啊吧啊吧钱钱,舰长,1483,迷鹿了,35
22,31839477,清风蓝云KUANG,舰长,784,迷鹿了,35
23,4788143,みかんとオレンジ,舰长,1635,迷鹿了,34
24,18252173,圣痕丶王者,舰长,722,迷鹿了,34
25,252057046,久别恨相逢,舰长,204,迷鹿了,34
26,33982941,神无明夜月,舰长,591,迷鹿了,34
27,91320117,樱语恋樱,舰长,1368,迷鹿了,34
28,225151206,曲丶殇魂,舰长,638,迷鹿了,33
29,360364727,小几乎zZ,舰长,692,迷鹿了,33
30,1408192758,--呵呵-------,舰长,566,迷鹿了,33
31,288224844,亚瑟啊亚瑟,舰长,566,迷鹿了,33
32,483188794,GalahadK,舰长,534,迷鹿了,33
33,372254954,Chunhaihaihai,舰长,138,迷鹿了,33
34,239543249,唯爱困困噜,舰长,307,迷鹿了,33
35,9353716,西木野焰,舰长,259,迷鹿了,33
36,3546765181585458,鹿牛的宝至,舰长,186,迷鹿了,32
37,378889020,-漠云-,舰长,138,迷鹿了,32
38,8429748,月影黯然,舰长,506,迷鹿了,32
39,62995322,晚晚家的冒泡,舰长,373,迷鹿了,32
40,517993259,鹿の小鸟发电机,舰长,193,迷鹿了,31
41,31379410,纲吉あいしてる,舰长,73,迷鹿了,31
42,15436414,碘酸铜-トン-ai-bot,舰长,229,迷鹿了,31
43,298125310,闌珊凨月,舰长,283,迷鹿了,31
44,320614834,梵星春水,舰长,193,迷鹿了,30
45,87966527,硅氧SIO,舰长,198,迷鹿了,30
46,1834451573,小三月suki,舰长,86,迷鹿了,30
47,2105655730,诸葛伟格VGE,舰长,279,迷鹿了,30
48,1849096638,已失忆的金木233,舰长,103,迷鹿了,30
49,525034620,旧忆-新欢,舰长,186,迷鹿了,30
50,581760498,墨雨染江-_-,舰长,73,迷鹿了,29
51,180246409,木言OvQ,舰长,103,迷鹿了,29
52,3546726361205623,Konoroyda,舰长,163,迷鹿了,29
53,4576161,冬眠Nemu,舰长,283,迷鹿了,29
54,28134309,小开关_,舰长,114,迷鹿了,29
55,166697233,天使念经,舰长,74,迷鹿了,29
56,3546554994527139,弥生千梦,舰长,72,迷鹿了,28
57,1155470657,sai_6x,舰长,98,迷鹿了,28
58,50110410,熊桑阿,舰长,50,迷鹿了,28
59,1339594848,摸鱼的ab,舰长,79,迷鹿了,28
60,1056593109,78年老吃家,舰长,73,迷鹿了,27
61,439370759,迷糊米酷,舰长,12,迷鹿了,27
62,319414741,辞浑,舰长,43,迷鹿了,26
63,527248270,找DELTA暖手,舰长,43,迷鹿了,26
64,13672009,安魂の弥撒_,舰长,31,迷鹿了,25
65,172831654,虒頔,舰长,17,迷鹿了,25
66,19310970,咩咩屁er,舰长,83,迷鹿了,25
67,1173397010,Mutekiの老实葱,舰长,34,迷鹿了,25
68,195542678,晚晚sumi家的随风笙,舰长,47,迷鹿了,24
69,1191420319,八云千落,舰长,36,迷鹿了,24
70,3546644953958869,晚晚Sumi,舰长,42,迷鹿了,23
71,4970915,Ginn_HT,舰长,30,迷鹿了,23
72,1897283552,橘子Ciove,舰长,21,迷鹿了,22
73,676769140,漠城鹰,舰长,8,迷鹿了,22
74,10805420,鸦鸦Corvus,舰长,9,迷鹿了,21
75,1950148992,开水怡宝,舰长,2,迷鹿了,21
