rank,uid,username,type,accompany,medal_name,medal_level
1,2396905,闌珊凨雨,提督,1251,迷鹿了,45
2,32465121,妖桜柍烨,提督,219,迷鹿了,36
3,36037586,楓眠かえで,舰长,901,迷鹿了,43
4,5788217,秋乌Akitori,舰长,1814,迷鹿了,41
5,2089656854,转生为异世界邪恶肥子,舰长,968,迷鹿了,41
6,35130983,陌问今昔,舰长,2078,迷鹿了,39
7,524492831,鹿雨青华_令鱼头大啊,舰长,638,迷鹿了,39
8,317182120,心如丝梦如你,舰长,2125,迷鹿了,38
9,4608604,yuking007,舰长,2686,迷鹿了,38
10,76531552,Saaawyeeer,舰长,1095,迷鹿了,38
11,36334172,比奇堡海藻,舰长,1643,迷鹿了,36
12,13992684,Lip---,舰长,1374,迷鹿了,36
13,261535655,夜猫nvn,舰长,1888,迷鹿了,36
14,255926027,愿鹿安好,舰长,1784,迷鹿了,35
15,13291397,不想再非的非酋,舰长,1621,迷鹿了,35
16,451350384,雪月yukituki,舰长,1432,迷鹿了,35
17,302458832,仔仔的云曦哥哥,舰长,928,迷鹿了,35
18,10799764,宅夭夭,舰长,434,迷鹿了,35
19,667910950,合方三十六丶,舰长,240,迷鹿了,35
20,780791,Mia米娅-,舰长,1661,迷鹿了,35
21,1685618471,啊吧啊吧钱钱,舰长,1484,迷鹿了,35
22,31839477,清风蓝云KUANG,舰长,785,迷鹿了,35
23,4788143,みかんとオレンジ,舰长,1636,迷鹿了,34
24,18252173,圣痕丶王者,舰长,723,迷鹿了,34
25,252057046,久别恨相逢,舰长,205,迷鹿了,34
26,33982941,神无明夜月,舰长,592,迷鹿了,34
27,91320117,樱语恋樱,舰长,1369,迷鹿了,34
28,360364727,小几乎zZ,舰长,693,迷鹿了,34
29,225151206,曲丶殇魂,舰长,639,迷鹿了,33
30,1408192758,--呵呵-------,舰长,567,迷鹿了,33
31,288224844,亚瑟啊亚瑟,舰长,567,迷鹿了,33
32,483188794,GalahadK,舰长,535,迷鹿了,33
33,372254954,Chunhaihaihai,舰长,139,迷鹿了,33
34,239543249,唯爱困困噜,舰长,308,迷鹿了,33
35,9353716,西木野焰,舰长,260,迷鹿了,33
36,3546765181585458,鹿牛的宝至,舰长,187,迷鹿了,32
37,378889020,-漠云-,舰长,139,迷鹿了,32
38,8429748,月影黯然,舰长,507,迷鹿了,32
39,62995322,晚晚家的冒泡,舰长,374,迷鹿了,32
40,517993259,鹿の小鸟发电机,舰长,194,迷鹿了,31
41,31379410,纲吉あいしてる,舰长,74,迷鹿了,31
42,15436414,碘酸铜-トン-ai-bot,舰长,230,迷鹿了,31
43,298125310,闌珊凨月,舰长,284,迷鹿了,31
44,320614834,梵星春水,舰长,194,迷鹿了,30
45,87966527,硅氧SIO,舰长,199,迷鹿了,30
46,1834451573,小三月suki,舰长,87,迷鹿了,30
47,2105655730,诸葛伟格VGE,舰长,280,迷鹿了,30
48,1849096638,已失忆的金木233,舰长,104,迷鹿了,30
49,525034620,旧忆-新欢,舰长,187,迷鹿了,30
50,581760498,墨雨染江-_-,舰长,74,迷鹿了,29
51,180246409,木言OvQ,舰长,104,迷鹿了,29
52,3546726361205623,Konoroyda,舰长,164,迷鹿了,29
53,4576161,冬眠Nemu,舰长,284,迷鹿了,29
54,28134309,小开关_,舰长,115,迷鹿了,29
55,166697233,天使念经,舰长,75,迷鹿了,29
56,3546554994527139,弥生千梦,舰长,73,迷鹿了,28
57,1155470657,sai_6x,舰长,99,迷鹿了,28
58,50110410,熊桑阿,舰长,51,迷鹿了,28
59,451291682,乔治肘击萝卜头,舰长,121,迷鹿了,28
60,1339594848,摸鱼的ab,舰长,80,迷鹿了,28
61,1056593109,78年老吃家,舰长,74,迷鹿了,27
62,439370759,迷糊米酷,舰长,13,迷鹿了,27
63,319414741,辞浑,舰长,44,迷鹿了,26
64,527248270,找DELTA暖手,舰长,44,迷鹿了,26
65,13672009,安魂の弥撒_,舰长,32,迷鹿了,25
66,172831654,虒頔,舰长,18,迷鹿了,25
67,19310970,咩咩屁er,舰长,84,迷鹿了,25
68,1173397010,Mutekiの老实葱,舰长,35,迷鹿了,25
69,195542678,晚晚sumi家的随风笙,舰长,48,迷鹿了,24
70,1191420319,八云千落,舰长,37,迷鹿了,24
71,3546644953958869,晚晚Sumi,舰长,43,迷鹿了,23
72,4970915,Ginn_HT,舰长,31,迷鹿了,23
73,1897283552,橘子Ciove,舰长,22,迷鹿了,22
74,676769140,漠城鹰,舰长,9,迷鹿了,22
75,10805420,鸦鸦Corvus,舰长,10,迷鹿了,21
76,1950148992,开水怡宝,舰长,3,迷鹿了,21
