rank,uid,username,type,accompany,medal_name,medal_level
1,2396905,闌珊凨雨,提督,1381,迷鹿了,45
2,5788217,秋乌Akitori,舰长,1944,迷鹿了,42
3,13779195,喜欢粉毛的你,舰长,907,迷鹿了,41
4,524492831,鹿雨青华_鹿有容乃大,舰长,768,迷鹿了,41
5,35130983,陌问今昔,舰长,2208,迷鹿了,39
6,4608604,yuking007,舰长,2816,迷鹿了,39
7,317182120,心如丝梦如你,舰长,2255,迷鹿了,39
8,76531552,Saaawyeeer,舰长,1225,迷鹿了,39
9,32465121,妖桜柍烨,舰长,349,迷鹿了,37
10,36334172,比奇堡海藻,舰长,1773,迷鹿了,37
11,13992684,Lip---,舰长,1504,迷鹿了,37
12,261535655,夜猫nvn,舰长,2018,迷鹿了,36
13,13291397,不想再非的非酋,舰长,1751,迷鹿了,36
14,451350384,雪月yukituki,舰长,1562,迷鹿了,36
15,667910950,合方三十六丶,舰长,370,迷鹿了,35
16,252057046,久别恨相逢,舰长,331,迷鹿了,35
17,10799764,宅夭夭,舰长,564,迷鹿了,35
18,780791,Mia米娅-,舰长,1791,迷鹿了,35
19,1685618471,啊吧啊吧钱钱,舰长,1614,迷鹿了,35
20,31839477,清风蓝云KUANG,舰长,910,迷鹿了,35
21,4788143,みかんとオレンジ,舰长,1766,迷鹿了,35
22,404364598,顽皮苹果,舰长,1211,迷鹿了,35
23,372254954,Chunhaihaihai,舰长,230,迷鹿了,35
24,360364727,小几乎zZ,舰长,823,迷鹿了,34
25,33982941,神无明夜月,舰长,643,迷鹿了,34
26,378889020,-漠云-,舰长,168,迷鹿了,34
27,1268629186,神医呀不door,舰长,229,迷鹿了,34
28,225151206,曲丶殇魂,舰长,769,迷鹿了,34
29,91320117,樱语恋樱,舰长,1398,迷鹿了,34
30,483188794,GalahadK,舰长,665,迷鹿了,34
31,9353716,西木野焰,舰长,390,迷鹿了,34
32,239543249,唯爱困困噜,舰长,438,迷鹿了,33
33,62995322,晚晚家的冒泡,舰长,420,迷鹿了,33
34,320614834,梵星春水,舰长,324,迷鹿了,32
35,700300832,由比ヶ浜フェザー,舰长,71,迷鹿了,32
36,448715396,l伊蕾娜I,舰长,65,迷鹿了,32
37,87966527,硅氧SIO,舰长,329,迷鹿了,31
38,2105655730,诸葛伟格VGE,舰长,410,迷鹿了,31
39,298125310,闌珊凨月,舰长,414,迷鹿了,31
40,1587093255,__浮浮__,舰长,36,迷鹿了,30
41,2719271,古埃及掌管飞蛾的神,舰长,57,迷鹿了,30
42,527248270,DYD_xx,舰长,85,迷鹿了,30
43,3546661024434639,清风吹不散离愁,舰长,38,迷鹿了,30
44,1155470657,sai_6x,舰长,145,迷鹿了,29
45,1097490093,我们永远不分离660の721,舰长,33,迷鹿了,29
46,15566057,本班次正向华胥行驶,舰长,54,迷鹿了,28
47,32900809,telilun,舰长,54,迷鹿了,28
48,1926922239,無職転生い,舰长,19,迷鹿了,28
49,3546890511583495,哈斯卡_出道准备中,舰长,43,迷鹿了,28
50,32704856,鸠羽牵机,舰长,99,迷鹿了,28
51,284526714,en瓜,舰长,144,迷鹿了,27
52,432367270,索尼娅丶米哈伊里芙娜,舰长,50,迷鹿了,27
53,1295444228,路边の修勾Hana,舰长,18,迷鹿了,27
54,1496907120,安斯Ensy,舰长,73,迷鹿了,27
55,4069893,梦羽Official,舰长,138,迷鹿了,26
56,56569713,鸡大崽Official,舰长,104,迷鹿了,26
57,1965555550,Nukaso,舰长,65,迷鹿了,26
58,10805420,鸦鸦Corvus,舰长,81,迷鹿了,26
59,1091625771,爱吃枣椰蜜糖,舰长,26,迷鹿了,26
60,3494370544191838,yh胡椒粉,舰长,28,迷鹿了,25
61,34726227,言和阖阖,舰长,45,迷鹿了,25
62,523940460,浪花-彼岸,舰长,30,迷鹿了,24
63,399961440,浅梦_Ailurus,舰长,52,迷鹿了,24
64,1753227567,萌萌下山虎w,舰长,52,迷鹿了,24
65,11644473,第二颗纽扣给樱酱QvQ,舰长,92,迷鹿了,24
66,912029,不要扁泰离谱,舰长,40,迷鹿了,24
67,419054936,墨阡宝宝,舰长,39,迷鹿了,24
68,3546731968989921,长梦yoo,舰长,24,迷鹿了,23
69,1855032728,风迷雾冕,舰长,12,迷鹿了,23
70,1429379371,岚岚不懒懒ing,舰长,24,迷鹿了,22
71,100698368,茗晨智歆,舰长,21,迷鹿了,22
72,769329,オイナリサマ,舰长,29,迷鹿了,22
73,4369718,呆萌のフランドール,舰长,1,迷鹿了,22
